Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP
1;1;1;14;1;1;1;13;1;5;2;0;0;0;1;0;0;19;0;0;6;6;6;13.166666666666666;0;0;6;9;6;13.0;0;10/08/24;1.4;1.74
1;1;1;12;1;1;1;13;27;10;8;1;0;0;1;0;1;18;0;0;7;9;7;12.855555555555554;0;0;8;12;7;12.761111111111113;0;15/05/24;2.8;-4.06
1;1;2;12;1;1;1;13;14;10;10;1;0;0;1;0;0;18;0;0;7;8;7;14.91875;0;0;8;8;8;15.355;0;15/05/24;2.8;-4.06
1;8;5;16;1;1;1;10;10;5;5;1;0;0;1;0;0;21;0;0;6;13;4;11.5;0;0;6;10;3;11.0;0;10/08/24;1.4;1.74
1;8;2;14;1;1;1;1;14;6;5;0;0;0;1;0;0;19;0;0;5;5;5;14.2;0;0;5;5;5;14.2;0;07/06/24;2.6;0.32
1;8;1;15;1;1;1;13;27;8;8;0;0;0;1;0;1;19;0;0;6;6;6;12.5;0;0;6;7;6;13.0;0;15/05/24;2.8;-4.06
3;12;1;4;1;1;1;1;27;7;7;0;0;1;1;0;0;47;0;0;1;1;0;0.0;0;0;6;0;0;0.0;0;08/09/24;1.4;3.51
1;8;3;10;1;1;1;13;14;8;9;0;0;0;1;0;0;19;0;0;6;10;5;11.666666666666666;0;0;6;12;4;11.0;0;13/09/24;-0.3;0.79
1;12;1;12;1;3;1;2;2;2;2;0;0;0;1;0;0;29;0;1;8;8;7;14.257142857142856;0;1;8;8;7;14.257142857142856;0;12/07/24;3.7;-1.7
1;14;1;10;1;1;1;13;14;5;9;1;0;0;1;0;0;21;0;0;6;13;3;12.0;0;0;6;12;2;11.333333333333334;0;16/02/24;0.3;-0.92
1;12;1;6;1;1;1;22;14;10;8;1;0;0;1;0;0;28;0;0;5;13;4;11.25;1;0;5;11;4;10.5;0;12/07/24;3.7;-1.7
1;8;2;13;1;1;1;22;27;4;11;0;0;0;1;0;0;20;0;0;7;8;7;12.457142857142856;0;0;8;8;8;13.5625;0;15/05/24;2.8;-4.06
1;8;1;12;1;1;1;2;28;5;6;1;0;0;1;0;0;19;0;0;7;7;6;11.683333333333332;0;0;7;7;6;11.683333333333332;0;07/06/24;2.6;0.32
1;13;1;3;0;1;1;13;2;5;7;0;0;0;1;0;0;26;0;0;6;10;3;11.666666666666666;0;0;6;8;5;12.0;0;09/04/24;-0.8;-3.12
1;8;2;11;1;1;1;22;27;10;9;1;0;1;0;0;0;20;0;0;6;8;4;11.75;0;0;6;6;6;13.166666666666666;0;11/01/24;0.6;2.02
1;1;1;14;1;1;1;22;27;10;10;1;0;0;1;0;1;18;0;0;5;6;3;11.666666666666666;0;0;5;6;4;13.5;0;07/06/24;2.6;0.32
1;12;1;16;1;1;1;22;14;10;6;0;0;0;1;0;0;27;0;0;6;9;5;13.2;0;0;6;10;5;12.0;0;07/06/24;2.6;0.32
1;1;2;12;1;1;1;19;24;12;12;1;0;0;1;0;0;20;0;0;7;8;4;11.95;0;0;7;8;4;11.95;0;07/06/24;2.6;0.32
1;1;5;16;1;1;1;22;14;10;6;1;0;0;1;0;0;18;0;0;6;8;5;12.4;0;0;6;12;5;10.4;0;09/04/24;-0.8;-3.12
1;4;1;12;1;3;1;1;1;10;6;0;0;0;1;0;0;33;0;2;7;8;6;14.35;0;3;8;10;6;14.583333333333334;0;16/02/24;0.3;-0.92
1;14;1;16;1;1;1;3;1;4;4;1;0;0;1;0;0;35;0;19;21;21;21;12.61904761904762;0;13;19;19;19;12.789473684210526;0;12/04/24;0.5;1.79
1;15;1;17;0;14;1;22;14;10;9;0;0;0;1;0;1;26;0;2;6;7;6;12.666666666666666;0;2;6;7;6;13.166666666666666;1;09/04/24;-0.8;-3.12
1;12;1;15;1;12;1;13;14;4;5;0;0;1;0;0;0;27;0;0;6;6;5;12.0;0;0;6;6;0;0.0;0;11/01/24;0.6;2.02
1;9;3;5;1;1;1;1;27;6;6;1;0;0;0;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;6;0;0.0;0;15/05/24;2.8;-4.06
1;8;2;11;1;1;1;1;14;5;7;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11/01/24;0.6;2.02
1;9;2;9;1;1;1;3;3;6;8;1;0;1;0;0;0;20;0;0;5;9;3;10.0;0;0;5;9;3;10.571428571428571;0;10/08/24;1.4;1.74
1;14;1;10;1;1;1;1;27;6;10;0;0;1;0;0;0;21;0;5;10;18;8;11.5;0;0;6;12;4;10.0;0;09/04/24;-0.8;-3.12
1;8;3;12;1;1;1;23;1;10;5;1;0;0;1;0;1;18;0;0;7;7;6;13.05;0;0;7;7;6;13.05;0;07/06/24;2.6;0.32
1;12;1;6;1;1;1;1;14;10;10;1;0;0;1;0;0;24;0;0;6;10;2;11.0;0;0;6;6;0;0.0;0;08/09/24;1.4;3.51
1;8;4;5;1;1;1;1;3;5;2;1;0;0;1;0;0;20;0;0;6;7;6;11.5;0;0;6;6;6;12.0;0;16/02/24;0.3;-0.92
1;1;1;11;1;1;1;13;28;10;9;0;0;0;1;0;1;21;0;0;6;7;6;12.0;0;0;6;6;6;12.5;0;13/09/24;-0.3;0.79
1;1;1;3;0;1;1;1;27;8;4;0;0;0;1;0;0;23;0;0;6;13;2;10.0;0;0;5;12;1;10.0;0;09/04/24;-0.8;-3.12
1;12;1;9;1;1;1;10;3;5;4;1;0;0;1;0;0;24;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;07/06/24;2.6;0.32
1;16;1;16;1;1;1;1;1;5;11;0;0;0;1;0;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12/04/24;0.5;1.79
1;1;4;12;1;1;1;23;28;10;9;1;0;0;1;0;0;18;0;0;8;8;7;12.242857142857144;0;0;8;8;7;12.242857142857144;0;12/07/24;3.7;-1.7
1;12;1;17;0;15;1;13;1;4;5;1;0;0;1;0;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;08/09/24;1.4;3.51
1;9;6;12;1;1;1;22;27;6;6;1;0;0;1;0;0;18;0;0;8;8;8;12.93375;0;0;8;8;8;12.93375;0;09/04/24;-0.8;-3.12
1;4;1;7;1;3;1;3;2;3;3;0;0;0;1;0;0;35;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13/09/24;-0.3;0.79
1;1;1;16;1;1;1;13;14;4;9;0;0;0;1;0;0;18;0;0;7;9;7;12.571428571428571;0;0;7;8;7;14.428571428571429;0;11/01/24;0.6;2.02
1;12;1;12;1;1;1;1;3;28;19;0;0;0;1;0;0;35;0;0;3;4;3;11.816666666666668;0;0;3;3;3;11.333333333333334;0;11/01/24;0.6;2.02
1;1;1;6;1;1;1;1;1;5;8;1;0;0;1;0;0;19;0;0;5;9;4;13.75;0;0;5;13;4;14.333333333333334;2;10/08/24;1.4;1.74
1;1;4;10;1;1;1;13;14;5;1;1;0;0;1;0;0;20;0;0;6;8;6;11.166666666666666;0;0;6;6;6;11.333333333333334;0;07/06/24;2.6;0.32
1;1;4;12;1;1;1;13;14;8;8;1;0;0;1;0;0;18;0;0;8;8;7;12.324285714285711;0;0;8;8;7;12.324285714285711;0;10/08/24;1.4;1.74
1;15;1;10;1;14;1;23;28;6;11;0;0;1;1;0;0;21;0;3;6;6;6;12.166666666666666;0;2;6;7;6;11.714285714285714;0;13/09/24;-0.3;0.79
1;8;2;10;1;1;1;13;27;10;9;0;0;0;1;0;1;18;0;0;6;11;5;11.142857142857142;0;0;6;11;4;11.25;0;16/02/24;0.3;-0.92
1;1;1;10;1;1;1;19;24;1;1;1;0;0;1;0;0;18;0;0;6;9;4;11.0;0;0;6;9;4;10.75;0;07/06/24;2.6;0.32
1;1;2;12;1;1;1;13;28;10;10;1;0;0;1;0;0;18;0;0;8;8;7;12.914285714285713;0;0;8;8;7;12.914285714285713;0;12/07/24;3.7;-1.7
1;1;4;15;1;1;1;3;14;2;5;1;0;0;1;0;1;18;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.166666666666666;0;16/02/24;0.3;-0.92
1;1;1;6;1;1;1;13;1;9;8;1;0;0;1;0;0;19;0;0;6;8;6;13.857142857142858;0;0;6;9;5;13.4;0;13/09/24;-0.3;0.79
1;12;1;11;1;12;1;3;14;3;4;0;0;0;1;0;1;36;0;0;6;7;6;13.714285714285714;0;0;6;6;5;12.8;0;16/02/24;0.3;-0.92
1;1;2;12;1;1;1;23;1;8;5;1;0;0;1;0;1;18;0;0;8;8;7;12.642857142857142;0;0;8;8;7;12.642857142857142;0;12/07/24;3.7;-1.7
1;1;1;12;1;1;1;22;27;10;10;0;0;0;1;0;1;18;0;0;7;7;6;12.916666666666666;0;0;7;7;6;12.916666666666666;0;07/06/24;2.6;0.32
1;14;1;8;1;1;1;1;3;10;3;1;0;0;1;0;1;20;0;0;6;8;6;15.625;0;0;6;8;6;15.857142857142858;0;13/09/24;-0.3;0.79
1;12;1;17;0;1;1;22;27;10;10;0;0;0;1;0;1;26;0;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16/02/24;0.3;-0.92
1;14;1;15;1;1;1;1;1;5;6;0;0;0;1;0;0;21;0;0;6;8;6;11.714285714285714;0;0;6;7;6;12.0;0;07/06/24;2.6;0.32
1;12;1;13;1;15;1;1;1;5;6;0;0;0;1;0;0;25;0;0;7;10;6;12.125;0;0;8;9;8;13.3125;0;15/05/24;2.8;-4.06
1;9;1;9;1;1;1;13;3;6;6;1;0;0;1;0;1;19;0;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12/04/24;0.5;1.79
1;12;1;3;0;1;1;13;27;9;8;1;0;0;1;0;0;24;0;0;6;11;1;10.0;0;0;6;6;0;0.0;6;09/04/24;-0.8;-3.12
1;12;1;3;0;1;1;1;14;6;5;0;0;0;1;0;1;27;0;0;6;16;1;10.0;0;0;6;13;0;0.0;0;08/09/24;1.4;3.51
1;8;1;6;1;1;1;13;27;2;4;0;0;0;1;0;0;21;0;0;5;10;0;0.0;1;0;5;9;2;13.5;0;07/06/24;2.6;0.32
1;1;1;9;1;1;1;23;28;8;8;0;0;0;1;0;1;18;0;0;5;7;4;13.0;0;0;5;8;3;12.333333333333334;0;09/04/24;-0.8;-3.12
2;1;4;16;1;1;1;22;27;6;8;0;1;0;1;0;1;19;0;0;6;6;6;13.333333333333334;0;0;6;6;6;14.5;0;10/08/24;1.4;1.74
1;1;3;11;1;1;1;1;1;4;4;1;0;0;1;0;0;18;0;0;6;9;4;11.25;0;0;6;13;2;12.5;0;09/04/24;-0.8;-3.12
1;16;1;12;1;1;1;13;1;6;10;0;0;0;1;0;1;19;0;0;7;9;5;13.85;0;0;8;9;7;12.19285714285714;0;11/01/24;0.6;2.02
